College Code,College Name,Branch Code,Branch Name,2023,2024,Difference
1118,"Vel Tech Multi Tech Dr Rangarajan Dr SakunthalaEngineering College (Autonomous), 42, Veltech Road,Avadi, Morai, Thiruvallur-600062.",IT,INFORMATION TECHNOLOGY,54,54,0
1118,"Vel Tech Multi Tech Dr Rangarajan Dr SakunthalaEngineering College (Autonomous), 42, Veltech Road,Avadi, Morai, Thiruvallur-600062.",ME,MECHANICAL ENGINEERING,41,41,0
1118,"Vel Tech Multi Tech Dr Rangarajan Dr SakunthalaEngineering College (Autonomous), 42, Veltech Road,Avadi, Morai, Thiruvallur-600062.",SC,Computer Science andEngineering (Cyber Security),0,27,27
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",AD,Artificial Intelligence and DataScience,70,70,0
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",AU,AUTOMOBILE ENGINEERING,18,18,0
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",CE,CIVIL  ENGINEERING,19,19,0
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",CS,COMPUTER SCIENCE ANDENGINEERING,139,141,2
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,106,140,34
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,35,35,0
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",EI,ELECTRONICS ANDINSTRUMENTATIONENGINEERING,18,19,1
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",IT,INFORMATION TECHNOLOGY,69,70,1
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",ME,MECHANICAL ENGINEERING,35,36,1
1120,"Velammal Engineering College (Autonomous),Velammal Nagar, Ambattur-Redhills Road, Surapet,Thiruvallur, Chennai-600066.",SC,Computer Science andEngineering (Cyber Security),35,36,1
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",AD,Artificial Intelligence and DataScience,46,45,-1
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",CE,CIVIL  ENGINEERING,23,27,4
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",CS,COMPUTER SCIENCE ANDENGINEERING,45,54,9
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,45,55,10
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,20,28,8
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",ME,MECHANICAL ENGINEERING,46,54,8
1121,"Sri Venkateswara Institute of Science and Technology,Kolundhalur, Thiruvallur Taluk & District-631203.",SC,Computer Science andEngineering (Cyber Security),22,27,5
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",AD,Artificial Intelligence and DataScience,53,81,28
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),26,55,29
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",BT,BIO TECHNOLOGY,41,41,0
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",CE,CIVIL  ENGINEERING,23,18,-5
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",CH,CHEMICAL  ENGINEERING,41,41,0
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",CS,COMPUTER SCIENCE ANDENGINEERING,80,82,2
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,54,-1
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",IT,INFORMATION TECHNOLOGY,54,54,0
1122,"Vel Tech High Tech Dr.Rangarajan Dr.SakunthalaEngineering College (Autonomous), No. 60, VeltechRoad, Avadi, Morai, Thiruvallur-600062.",ME,MECHANICAL ENGINEERING,41,41,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",AD,Artificial Intelligence and DataScience,17,17,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",AE,AERONAUTICAL ENGINEERING,18,17,-1
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),18,17,-1
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",BT,BIO TECHNOLOGY,0,17,17
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,18,18,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",CO,COMPUTER ANDCOMMUNICATIONENGINEERING,18,18,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",CS,COMPUTER SCIENCE ANDENGINEERING,16,18,2
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,18,18,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",IT,INFORMATION TECHNOLOGY,18,18,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",MD,MEDICAL ELECTRONICSENGINEERING,18,19,1
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",MU,MECHANICAL ANDAUTOMATION ENGINEERING,17,17,0
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",PH,PHARMACEUTICALTECHNOLOGY,17,18,1
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",RM,ROBOTICS AND AUTOMATION,0,18,18
1123,"Gojan School of Business and Technology, 80-FeetRoad, Edapalayam, Red Hills, Thiruvallur, Chennai-600052.",SC,Computer Science andEngineering (Cyber Security),18,18,0
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",AD,Artificial Intelligence and DataScience,17,18,1
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",AE,AERONAUTICAL ENGINEERING,17,18,1
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),17,18,1
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",CO,COMPUTER ANDCOMMUNICATIONENGINEERING,18,18,0
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",CS,COMPUTER SCIENCE ANDENGINEERING,18,17,-1
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",ME,MECHANICAL ENGINEERING,17,17,0
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",MR,MARINE ENGINEERING,24,24,0
1124,"SAMS College of Engineering and Technology,82,Panapakkam, Tirupathi Road, Uthukottai Taluk,Thiruvallur District-601102.",SC,Computer Science andEngineering (Cyber Security),18,18,0
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",AD,Artificial Intelligence and DataScience,22,23,1
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",AE,AERONAUTICAL ENGINEERING,24,22,-2
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",CE,CIVIL  ENGINEERING,24,22,-2
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",CS,COMPUTER SCIENCE ANDENGINEERING,23,22,-1
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,25,23,-2
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,24,23,-1
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",ME,MECHANICAL ENGINEERING,22,23,1
1125,"PMR Engineering College, Adayalampattu, Tiruvallur,Chennai-600095.",SC,Computer Science andEngineering (Cyber Security),23,23,0
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",AD,Artificial Intelligence and DataScience,27,55,28
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",AG,AGRICULTURE ENGINEERING,20,14,-6
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",BM,BIO MEDICAL ENGINEERING,19,18,-1
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",CS,COMPUTER SCIENCE ANDENGINEERING,40,81,41
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,38,27,-11
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",EV,Electronics Engineering (VLSIDesign and Technology),37,41,4
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",RM,ROBOTICS AND AUTOMATION,19,14,-5
1126,"JNN Institute of Engineering (Autonomous), UshaaGarden, 90, Kannigaipair Village, Uthukottai Taluk,Thiruvallur-601102.",SC,Computer Science andEngineering (Cyber Security),27,36,9
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",AD,Artificial Intelligence and DataScience,44,35,-9
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",BT,BIO TECHNOLOGY,44,48,4
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",CE,CIVIL  ENGINEERING,24,28,4
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",CH,CHEMICAL  ENGINEERING,22,27,5
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",CS,COMPUTER SCIENCE ANDENGINEERING,45,71,26
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,45,46,1
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,24,27,3
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",IT,INFORMATION TECHNOLOGY,43,90,47
1127,"St. Peter's College of Engineering and Technology,College Road, Avadi Taluk, Thiruvallur District,Chennai-600054.",ME,MECHANICAL ENGINEERING,22,27,5
1128,"R.M.K. College of Engineering and Technology(Autonomous), R.S.M. Nagar, Puduvoyal,Gummidipoondi Taluk, Thiruvallur District-601206.",AD,Artificial Intelligence and DataScience,53,54,1
1128,"R.M.K. College of Engineering and Technology(Autonomous), R.S.M. Nagar, Puduvoyal,Gummidipoondi Taluk, Thiruvallur District-601206.",CS,COMPUTER SCIENCE ANDENGINEERING,108,109,1
1128,"R.M.K. College of Engineering and Technology(Autonomous), R.S.M. Nagar, Puduvoyal,Gummidipoondi Taluk, Thiruvallur District-601206.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,55,55,0
1128,"R.M.K. College of Engineering and Technology(Autonomous), R.S.M. Nagar, Puduvoyal,Gummidipoondi Taluk, Thiruvallur District-601206.",EV,Electronics Engineering (VLSIDesign and Technology),0,27,27
1128,"R.M.K. College of Engineering and Technology(Autonomous), R.S.M. Nagar, Puduvoyal,Gummidipoondi Taluk, Thiruvallur District-601206.",SC,Computer Science andEngineering (Cyber Security),26,27,1
1133,"Annai Veilankannis College of Engineering, 33 GandhiRoad, Nedungundram, Chennai-600048.",AD,Artificial Intelligence and DataScience,35,43,8
1133,"Annai Veilankannis College of Engineering, 33 GandhiRoad, Nedungundram, Chennai-600048.",CE,CIVIL  ENGINEERING,23,23,0
1133,"Annai Veilankannis College of Engineering, 33 GandhiRoad, Nedungundram, Chennai-600048.",CS,COMPUTER SCIENCE ANDENGINEERING,35,44,9
1133,"Annai Veilankannis College of Engineering, 33 GandhiRoad, Nedungundram, Chennai-600048.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,35,44,9
1133,"Annai Veilankannis College of Engineering, 33 GandhiRoad, Nedungundram, Chennai-600048.",ME,MECHANICAL ENGINEERING,24,23,-1
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",AD,Artificial Intelligence and DataScience,35,71,36
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",CE,CIVIL  ENGINEERING,28,26,-2
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",CS,COMPUTER SCIENCE ANDENGINEERING,56,70,14
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,52,35,-17
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,27,23,-4
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",IT,INFORMATION TECHNOLOGY,34,36,2
1137,"Annai Mira College of Engineering and Technology,Arappakkam Village, Arcot Road, Walaja Taluk,Vellore District-632517.",ME,MECHANICAL ENGINEERING,27,55,28
1140,"Jeppiaar Institute of Technology (Autonomous),Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk,Kanchipuram-631604.",AD,Artificial Intelligence and DataScience,27,55,28
1140,"Jeppiaar Institute of Technology (Autonomous),Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk,Kanchipuram-631604.",CB,COMPUTER SCIENCE ANDBUSSINESS SYSTEM,14,18,4
1140,"Jeppiaar Institute of Technology (Autonomous),Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk,Kanchipuram-631604.",CS,COMPUTER SCIENCE ANDENGINEERING,62,100,38
1140,"Jeppiaar Institute of Technology (Autonomous),Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk,Kanchipuram-631604.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,26,27,1
1140,"Jeppiaar Institute of Technology (Autonomous),Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk,Kanchipuram-631604.",IT,INFORMATION TECHNOLOGY,27,136,109
1140,"Jeppiaar Institute of Technology (Autonomous),Jeppiaar Nagar, Kunnam Village,Sriperumbudur Taluk,Kanchipuram-631604.",ME,MECHANICAL ENGINEERING,14,17,3
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",AD,Artificial Intelligence and DataScience,81,82,1
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",CS,COMPUTER SCIENCE ANDENGINEERING,106,109,3
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",EC,ELECTRONICS ANDCOMMUNICATIONENGINEERING,81,82,1
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",EE,ELECTRICAL AND ELECTRONICSENGINEERING,55,45,-10
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",IT,INFORMATION TECHNOLOGY,108,109,1
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",ME,MECHANICAL ENGINEERING,55,36,-19
1149,"St. Joseph's Institute of Technology (Autonomous),Jeppiaar Nagar, Old Mamallapuram Road,Kanchipuram, Chennai-600119.",SC,Computer Science andEngineering (Cyber Security),0,45,45
1150,"Sri Jayaram Institute of Engineering and Technology,51 N,Elavur, 58 N Natham Village,GumudipoondiTaluk, Thiruvallur District-601201.",AD,Artificial Intelligence and DataScience,54,55,1
1150,"Sri Jayaram Institute of Engineering and Technology,51 N,Elavur, 58 N Natham Village,GumudipoondiTaluk, Thiruvallur District-601201.",AG,AGRICULTURE ENGINEERING,54,55,1
1150,"Sri Jayaram Institute of Engineering and Technology,51 N,Elavur, 58 N Natham Village,GumudipoondiTaluk, Thiruvallur District-601201.",BM,BIO MEDICAL ENGINEERING,55,54,-1
1150,"Sri Jayaram Institute of Engineering and Technology,51 N,Elavur, 58 N Natham Village,GumudipoondiTaluk, Thiruvallur District-601201.",CS,COMPUTER SCIENCE ANDENGINEERING,54,54,0
1150,"Sri Jayaram Institute of Engineering and Technology,51 N,Elavur, 58 N Natham Village,GumudipoondiTaluk, Thiruvallur District-601201.",ME,MECHANICAL ENGINEERING,54,54,0
1202,"DMI College of Engineering (Autonomous),St.Joseph's Town,Mevalurkuppam B Village,Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",AD,Artificial Intelligence and DataScience,43,55,12
1202,"DMI College of Engineering (Autonomous),St.Joseph's Town,Mevalurkuppam B Village,Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",AM,COMPUTER SCIENCE ANDENGINEERING (AI ANDMACHINE LEARNING),43,41,-2
1202,"DMI College of Engineering (Autonomous),St.Joseph's Town,Mevalurkuppam B Village,Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",CE,CIVIL  ENGINEERING,0,18,18
1202,"DMI College of Engineering (Autonomous),St.Joseph's Town,Mevalurkuppam B Village,Nazarethpet Post, Palanchur, Kanchipuram, Chennai-600123.",CS,COMPUTER SCIENCE ANDENGINEERING,91,73,-18
